,requested,loan_purpose,credit,annual_income,apr,clicked_at
283864,15000.0,2,2,62500.0,10.49,0
145916,13500.0,3,1,90000.0,29.62,0
90319,30000.0,2,3,96000.0,22.93,0
69115,500.0,2,4,18000.0,292.0,0
273114,999.0,2,4,60000.0,149.0,0
398905,1000.0,4,2,60000.0,33.3,0
216781,1000.0,4,2,78000.0,170.0,0
71122,1000.0,2,4,24000.0,149.0,0
222181,15000.0,3,2,56000.0,26.0731,0
394730,1000.0,2,4,36000.0,149.0,0
26038,2000.0,2,1,48000.0,149.0,0
363273,500.0,2,4,78000.0,149.0,0
456936,500.0,2,4,108000.0,199.0,0
356961,500.0,2,1,48000.0,199.0,0
78367,500.0,2,4,19200.0,149.0,0
242124,1000.0,2,4,18000.0,149.0,0
284152,2000.0,2,4,25008.0,159.0,0
351390,500.0,2,4,36000.0,159.0,0
334209,999.0,2,4,36000.0,149.0,0
166260,500.0,2,1,180000.0,149.0,0
396294,15000.0,2,1,73000.0,28.1,0
68839,500.0,11,1,60000.0,549.404,0
82417,1000.0,2,1,24000.0,99.063,0
90053,2000.0,6,2,36000.0,149.0,0
63411,1000.0,2,4,60012.0,149.0,0
7700,500.0,2,4,42000.0,249.0,0
298173,1000.0,2,4,72000.0,249.0,0
145902,999.0,2,4,26400.0,159.0,0
12738,1000.0,4,2,78000.0,97.837,0
262016,5000.0,2,3,170000.0,9.99,0
315485,5000.0,11,2,55500.0,22.55,0
39306,1000.0,2,4,36000.0,149.0,0
422946,500.0,2,4,54000.0,149.0,0
258269,5000.0,4,3,32850.0,15.95,0
1927,1000.0,2,1,36000.0,199.0,0
252593,2000.0,2,2,78000.0,29.99,0
139922,600.0,2,1,45600.0,159.0,0
319963,5000.0,2,2,165000.0,12.8683290183193,0
370379,30000.0,2,3,140000.0,25.02,0
441548,500.0,2,4,66000.0,249.0,0
237166,19000.0,2,3,99000.0,19.43,0
113671,24000.0,5,3,65000.0,15.42,0
365565,35000.0,2,3,133500.0,19.09,0
127525,2000.0,2,1,36000.0,23.25,0
126435,35000.0,2,3,220000.0,15.22,0
129383,500.0,2,4,30000.0,149.0,0
20797,999.0,2,4,30000.0,149.0,0
318668,5000.0,2,2,65000.0,25.31,0
314310,1000.0,2,4,66000.0,149.0,0
332658,1000.0,2,4,24000.0,149.0,0
270592,30000.0,2,3,41000.0,16.39,0
281453,1000.0,4,1,24000.0,148.068,0
355938,3000.0,7,1,54000.0,34.99,0
35360,7500.0,2,4,48500.0,30.81,0
397869,5000.0,2,2,67200.0,23.48,0
2284,2000.0,6,1,15000.0,249.0,0
326800,8500.0,2,2,75000.0,32.95,0
56214,500.0,2,4,30000.0,21.49,0
76261,5000.0,2,1,85000.0,20.99,0
362317,1000.0,4,2,60012.0,64.754,0
411657,6500.0,2,2,126000.0,7.99,0
412154,15000.0,2,2,55000.0,16.99,0
396975,5000.0,3,2,65000.0,25.27,0
107815,1000.0,2,4,36000.0,149.0,0
148067,1000.0,2,4,24000.0,199.0,0
46724,20000.0,2,3,28000.0,26.75,0
376844,1400.0,2,1,72000.0,64.788,0
20573,1000.0,2,4,60000.0,159.0,0
210159,1000.0,4,1,64800.0,149.0,0
57283,20000.0,10,3,320000.0,10.99,0
446680,2000.0,2,1,60000.0,149.0,0
237982,25000.0,1,2,400000.0,17.83,0
111367,1000.0,2,4,36000.0,199.0,0
314839,5000.0,2,2,37423.0,16.35,0
214762,30000.0,5,3,103000.0,12.02,0
107535,12000.0,3,2,125000.0,20.21,0
265127,1000.0,2,4,60000.0,208.56,0
220113,5000.0,14,1,430000.0,0.2499,0
119806,15000.0,3,2,77000.0,17.83,0
300107,3000.0,2,2,42000.0,64.745,0
119629,500.0,2,4,30000.0,149.0,0
333721,5000.0,2,2,140000.0,16.8,0
281592,10000.0,2,3,74500.0,11.99,0
198790,800.0,2,4,42000.0,149.0,0
372736,4200.0,5,1,60000.0,34.59,0
184657,2000.0,1,1,48000.0,149.0,0
345038,1000.0,2,1,36000.0,98.142,0
237608,38000.0,3,3,78000.0,19.501,0
362861,1000.0,1,1,36000.0,98.607,0
52713,2000.0,2,1,78000.0,97.556,0
205891,800.0,2,4,72000.0,149.0,0
411039,1000.0,2,3,72000.0,25.25,0
310097,5000.0,3,2,110000.0,35.95,0
203463,1000.0,2,2,72000.0,98.643,0
226020,5000.0,10,2,70000.0,10.01,0
395571,800.0,2,4,42000.0,149.0,0
307993,500.0,2,4,79200.0,159.0,0
405321,5000.0,2,3,105000.0,11.068,0
444333,2000.0,2,4,60000.0,98.425,0
351938,1000.0,2,1,42000.0,208.56,0
154761,40000.0,3,2,35000.0,22.67,0
135819,1000.0,2,4,24000.0,149.0,0
90569,500.0,2,4,42000.0,159.0,0
231848,15000.0,2,2,80000.0,24.98,0
224966,1000.0,2,4,36000.0,149.0,0
318911,2500.0,5,4,85500.0,34.99,0
83128,5000.0,20,3,105000.0,12.24,0
240600,1000.0,2,4,72000.0,11.26,0
144380,10000.0,2,1,90000.0,33.49,0
321406,16000.0,3,2,83700.0,31.89,0
55751,1000.0,4,1,30000.0,149.0,0
242979,5000.0,2,4,60000.0,0.3599,0
178065,2000.0,2,1,60000.0,35.99,0
245964,5000.0,2,2,50000.0,23.99,0
157908,2500.0,6,1,33000.0,149.0,0
303065,1000.0,14,1,60000.0,199.0,0
5130,12000.0,2,3,75000.0,33.3,0
114750,10000.0,5,2,35000.0,35.4,0
448308,60000.0,7,2,85000.0,29.99,0
173629,5000.0,2,2,70000.0,29.69,0
420117,2500.0,4,2,42000.0,33.64,0
123521,500.0,2,4,48000.0,149.0,0
205851,15000.0,23,3,75605.0,19.65,0
228646,10000.0,2,1,31000.0,98.524,0
310431,14000.0,2,3,61900.0,13.53,0
284458,5000.0,2,1,70000.0,32.49,0
324557,1000.0,2,4,18000.0,149.0,0
283761,999.0,2,4,36000.0,199.0,0
414279,20000.0,2,1,73500.0,26.49,0
306175,10000.0,3,1,53500.0,18.39,0
44451,40000.0,2,3,120000.0,26.87,0
231163,29000.0,3,2,45000.0,15.27,0
381423,10000.0,6,3,107000.0,18.22,0
349974,1000.0,2,4,36000.0,149.0,0
204587,4300.0,2,1,19572.0,33.99,0
77509,500.0,2,4,24000.0,149.0,0
209639,1000.0,2,4,72000.0,149.0,0
239672,1000.0,2,4,18000.0,149.0,0
311990,10000.0,4,4,50000.0,29.05,0
102303,500.0,2,4,36000.0,175.0,0
291816,1000.0,2,1,39600.0,159.0,0
203658,500.0,2,1,72000.0,159.0,0
104706,2000.0,2,1,30000.0,199.0,0
458575,46000.0,2,2,80000.0,24.78,0
2522,2000.0,5,1,60012.0,211.0,0
136056,800.0,2,4,36000.0,159.0,0
389648,1000.0,2,4,78000.0,98.631,0
331134,6000.0,19,4,56000.0,159.99,0
413498,1000.0,4,2,60000.0,98.623,0
22103,1000.0,4,1,21000.0,64.633,0
345883,1000.0,2,4,60000.0,58.733,0
12810,2000.0,4,4,234000.0,149.0,0
169003,1000.0,4,2,36000.0,99.056,0
414612,1000.0,2,1,60000.0,27.98,0
179971,500.0,4,2,24000.0,170.0,0
96693,700.0,2,1,79200.0,159.0,0
275946,10000.0,3,1,68500.0,17.92,0
185516,50000.0,4,3,107500.0,23.33,0
382084,999.0,2,4,72000.0,149.0,0
396386,1000.0,2,2,48000.0,34.99,0
233038,11000.0,1,3,34000.0,14.98,0
437381,15000.0,1,3,118000.0,16.36,0
371597,10500.0,2,2,144000.0,14.29,0
311371,2000.0,2,4,40000.0,249.0,0
781,500.0,2,1,30000.0,23.27,0
188182,500.0,4,2,19200.0,292.0,0
341082,1000.0,2,4,60000.0,149.0,0
106812,1000.0,2,4,60012.0,33.64,0
290170,5000.0,4,4,38400.0,149.0,0
25665,5000.0,2,2,193000.0,9.66,0
17285,36000.0,4,1,115000.0,33.66,0
47881,800.0,2,4,58800.0,159.0,0
215951,500.0,2,4,60000.0,149.0,0
318157,7000.0,2,2,60000.0,21.64,0
167364,5000.0,9,2,43000.0,10.57,0
402755,500.0,2,4,42000.0,208.56,0
62321,5000.0,2,2,36000.0,0.3599,0
248251,1000.0,2,1,15600.0,24.34,0
260007,500.0,2,4,36000.0,159.0,0
290956,2000.0,2,1,18000.0,149.0,0
295566,200000.0,5,3,685000.0,12.8653425570001,0
453826,5000.0,2,2,100000.0,26.5889,0
143873,1000.0,4,2,72000.0,27.8,0
160326,1000.0,2,4,48000.0,199.0,0
249066,2000.0,2,1,48000.0,199.0,0
318739,10000.0,4,1,155000.0,98.651,0
360332,10000.0,5,2,35000.0,27.8,0
318292,2500.0,2,1,67200.0,35.99,0
167508,35000.0,2,2,90000.0,14.43,0
153562,100000.0,5,3,1000000.0,14.28,0
458694,10000.0,3,2,70000.0,22.0,0
342001,5000.0,2,2,50000.0,24.14,0
200241,2000.0,2,1,117600.0,149.0,0
346581,1000.0,4,2,39000.0,98.529,0
272836,500.0,2,4,60000.0,149.0,0
115003,6000.0,2,3,100000.0,17.83,0
114234,15000.0,14,4,75000.0,32.61,0
213068,1500.0,8,4,24000.0,35.99,0
429381,32000.0,2,2,120000.0,19.99,0
174541,8000.0,4,2,67500.0,16.55,0
88257,6000.0,1,3,13000.0,25.25,0
309154,2000.0,4,2,72000.0,65.02,0
36246,5000.0,2,2,72000.0,98.612,0
390620,20000.0,1,2,55500.0,20.11,0
109095,1000.0,2,4,24000.0,149.0,0
140517,1000.0,2,2,24000.0,99.141,0
397705,25000.0,2,2,53000.0,13.65,0
76602,1000.0,4,2,36000.0,170.0,0
73944,12000.0,3,3,130000.0,12.53,0
310409,5000.0,2,2,72000.0,25.59,0
1885,1000.0,2,4,60000.0,199.0,0
251007,500.0,2,4,18000.0,149.0,0
207277,30000.0,7,3,174500.0,14.58,0
150842,800.0,2,4,36000.0,149.0,0
327557,1000.0,4,2,30000.0,34.99,0
417441,500.0,2,1,48000.0,211.0,0
42224,1000.0,2,1,24000.0,211.0,0
114542,800.0,2,4,60000.0,149.0,0
107838,1000.0,2,3,72000.0,35.99,0
329373,1000.0,2,2,60000.0,35.531,0
295287,40000.0,3,2,120000.0,15.5788,0
214044,2000.0,1,1,50000.0,292.0,0
353837,40000.0,2,3,130000.0,19.89,0
246579,10000.0,2,2,48000.0,13.05,0
130517,1000.0,2,4,18000.0,159.0,0
334611,500.0,2,4,70800.0,125.0,0
449623,5000.0,2,1,25000.0,149.0,0
80789,1000.0,2,4,108000.0,97.294,0
328523,1000.0,2,4,36000.0,159.0,0
25301,35000.0,5,1,120000.0,23.5,0
323429,1000.0,2,4,72000.0,159.0,0
382473,1000.0,2,1,19008.0,211.0,0
221807,1000.0,4,1,72000.0,199.0,0
157200,1000.0,2,4,72000.0,149.0,0
23970,5000.0,3,1,72000.0,27.99,0
192068,1000.0,2,4,36000.0,149.0,0
39464,3000.0,2,2,72000.0,35.936,0
446384,1000.0,2,4,51000.0,149.0,0
58230,5000.0,2,1,82800.0,159.0,0
441675,18000.0,2,1,65000.0,20.0,0
404927,11300.0,2,2,61000.0,9.0072,0
146916,1000.0,4,2,30000.0,64.834,0
265881,20000.0,15,2,90000.0,28.27,0
412933,5000.0,2,1,60000.0,64.981,0
377345,1000.0,2,4,48000.0,149.0,0
44629,5000.0,2,2,83218.0,14.07,0
319120,2000.0,2,1,36000.0,149.0,0
36847,10000.0,3,1,50000.0,23.48,0
257628,1000.0,2,4,72000.0,149.0,0
16432,1000.0,4,2,30000.0,33.64,0
130247,7000.0,6,3,25008.0,14.99,0
21511,500.0,2,4,48000.0,159.0,0
358506,800.0,2,4,30000.0,149.0,0
401335,1000.0,4,2,78000.0,64.773,0
360903,1000.0,2,4,60000.0,159.0,0
348934,999.0,2,4,60000.0,149.0,0
270909,2000.0,2,4,48000.0,149.0,0
150305,1000.0,2,2,72000.0,25.25,0
204202,1000.0,4,2,26400.0,25.25,0
35803,1000.0,2,3,48000.0,18.05,0
9643,28000.0,4,2,172500.0,22.77,0
287387,3000.0,2,1,108000.0,208.56,0
173772,15000.0,2,4,50000.0,28.08,0
284100,1000.0,2,1,54000.0,58.751,0
453285,2000.0,14,1,54000.0,31.57,0
325336,13000.0,2,2,34200.0,28.81,0
288556,10000.0,2,2,70000.0,18.46,0
353983,17000.0,3,2,83500.0,13.81,0
227141,500.0,2,4,36000.0,211.0,0
94307,15000.0,2,3,167000.0,12.95,0
76039,3000.0,2,1,55008.0,149.0,0
228322,1000.0,2,4,60000.0,149.0,0
449739,500.0,2,4,24000.0,149.0,0
81943,1000.0,2,2,60000.0,98.64,0
322075,3500.0,3,4,64000.0,35.99,0
398072,1000.0,2,4,54000.0,159.0,0
445413,35000.0,10,3,140000.0,16.81,0
290394,9000.0,2,4,72000.0,23.18,0
190286,1000.0,2,4,30000.0,149.0,0
190533,2500.0,2,4,60000.0,98.639,0
99650,10000.0,2,3,60000.0,14.14,0
21164,1000.0,2,1,36000.0,98.958,0
224746,5000.0,2,3,51499.0,10.65,0
39241,1000.0,2,1,60000.0,22.51,0
396472,1000.0,2,4,72000.0,149.0,0
430331,800.0,2,4,36000.0,149.0,0
320118,2000.0,2,1,19200.0,149.0,0
203960,1000.0,4,2,27000.0,98.502,0
89750,800.0,2,4,42996.0,149.0,0
52153,500.0,2,4,36000.0,149.0,0
355467,2000.0,2,4,120000.0,30.54,0
337941,1000.0,4,2,129600.0,98.679,0
289098,1000.0,2,4,72000.0,16.35,0
159311,1200.0,2,4,36000.0,211.0,0
420565,1000.0,2,4,42000.0,149.0,0
137145,500.0,2,4,48000.0,149.0,0
419612,500.0,2,4,108000.0,149.0,0
384438,10000.0,2,2,91000.0,15.8,0
353364,20000.0,2,3,107000.0,10.2343,0
383354,500.0,2,4,18000.0,199.0,0
411982,5000.0,2,2,60000.0,25.0,0
327642,20000.0,3,2,307000.0,19.38,0
335775,1000.0,5,1,85008.0,17.37,0
434431,20000.0,4,2,42000.0,25.18,0
30368,500.0,2,4,18000.0,149.0,0
122411,20000.0,2,1,82000.0,0.2706,0
219901,999.0,2,4,60000.0,430.281,0
365389,800.0,2,4,71000.0,149.0,0
95709,1000.0,4,2,36000.0,97.62,0
442787,5000.0,8,4,24000.0,149.0,0
358169,2400.0,1,1,48000.0,28.78,0
281979,2500.0,2,1,42000.0,149.0,0
183945,4000.0,2,4,93000.0,159.0,0
7175,500.0,2,4,36000.0,149.0,0
311721,35000.0,5,2,85000.0,22.01,0
334050,1000.0,2,4,36000.0,149.0,0
255699,1000.0,4,2,72000.0,16.99,0
163044,16000.0,2,1,48000.0,33.75,0
9070,5000.0,2,2,48360.0,11.71,0
347268,800.0,2,4,24000.0,159.0,0
95413,1000.0,2,4,42000.0,64.955,0
52520,500.0,2,4,36000.0,149.0,0
385819,500.0,2,4,60000.0,159.0,0
190489,1000.0,2,4,36000.0,149.0,0
446314,2000.0,2,1,30000.0,149.0,0
339089,1000.0,2,4,51000.0,149.0,0
55557,600.0,2,4,30000.0,35.99,0
365684,500.0,2,4,24000.0,149.0,0
402966,5000.0,3,2,106000.0,22.07,0
162610,7600.0,2,3,60000.0,15.9525,0
292955,1000.0,2,1,54000.0,249.0,0
8139,1000.0,2,4,48000.0,249.0,0
288980,5000.0,2,2,60500.0,18.99,0
451676,2000.0,2,1,36000.0,208.56,0
219544,800.0,2,4,60000.0,159.0,0
181418,10000.0,3,2,110000.0,14.57,0
88222,1000.0,2,2,72000.0,22.51,0
262734,500.0,2,1,30000.0,29.61,0
53326,15000.0,1,2,34557.0,26.95,0
328588,12000.0,5,1,65100.0,26.62,0
335999,500.0,2,1,38400.0,292.0,0
228099,15000.0,3,2,125000.0,0.3599,0
234792,5000.0,2,2,80000.0,25.99,0
427525,30000.0,3,1,100000.0,14.0825,0
184582,2500.0,2,1,54000.0,98.491,0
214596,2000.0,2,1,50000.0,22.57,0
92749,1000.0,4,2,57000.0,22.51,0
330500,1000.0,2,4,36000.0,159.0,0
147324,25000.0,2,3,108000.0,27.29,0
438804,8000.0,2,1,62000.0,0.2399,0
385095,35000.0,2,2,108000.0,29.63,0
160402,1000.0,4,2,78000.0,14.47,0
175710,8500.0,2,2,72000.0,35.99,0
72957,10000.0,15,3,120000.0,9.66,0
428093,1000.0,2,4,30000.0,159.0,0
94540,500.0,2,4,18000.0,199.0,0
132507,2000.0,2,1,51000.0,115.0,0
272540,2000.0,2,1,79200.0,149.0,0
453233,999.0,2,4,36000.0,175.0,0
378829,800.0,2,2,30000.0,149.0,0
185873,1000.0,4,2,60012.0,64.497,0
267119,3500.0,2,1,30000.0,29.67,0
184140,500.0,2,4,42000.0,149.0,0
312175,5000.0,2,2,365000.0,13.0557,0
56521,1000.0,2,4,36000.0,159.99,0
313565,8000.0,6,1,78145.0,28.95,0
29372,9000.0,1,1,75000.0,25.09,0
91511,50000.0,2,1,80000.0,19.67,0
104944,1500.0,14,1,48000.0,149.0,0
39016,1000.0,2,2,24000.0,64.679,0
81278,1000.0,2,2,36000.0,29.99,0
42585,7500.0,2,2,39000.0,34.339,0
367073,1000.0,4,2,72000.0,10.98,0
146497,16500.0,2,2,41600.0,15.24,0
289631,999.0,2,4,36000.0,35.37,0
183272,2500.0,2,1,79200.0,149.0,0
50367,1000.0,4,2,114000.0,149.0,0
364050,5000.0,2,2,65000.0,18.99,0
442086,1000.0,4,2,54000.0,27.76,0
109844,500.0,2,4,15000.0,208.56,0
115390,25000.0,5,3,200000.0,9.65,0
253860,1000.0,4,2,72000.0,7.56,0
57154,1000.0,2,4,72000.0,31.52,0
209047,500.0,2,4,78000.0,159.0,0
195865,500.0,2,4,60000.0,149.0,0
185828,2500.0,2,2,60000.0,98.641,0
409897,5000.0,2,2,200000.0,18.7,0
218662,1000.0,4,2,36000.0,99.028,0
150579,1000.0,2,4,60000.0,149.0,0
159602,500.0,2,4,60000.0,249.0,0
407812,1000.0,2,2,60000.0,29.99,0
84532,15000.0,1,1,90000.0,25.64,0
298283,8500.0,2,2,60000.0,17.5,0
115319,2500.0,2,4,60000.0,13.0,0
426590,500.0,2,4,48000.0,149.0,0
291866,2000.0,2,1,18000.0,249.0,0
340405,20000.0,2,3,28000.0,28.58,0
24420,25000.0,3,2,140000.0,29.514,0
77026,1000.0,4,2,36000.0,29.71,0
283396,999.0,2,4,78000.0,292.0,0
240322,999.0,2,4,60000.0,159.0,0
189468,4000.0,6,3,45000.0,29.63,0
388853,5000.0,4,2,35004.0,149.0,0
448110,8000.0,2,2,25000.0,29.11,0
71123,1000.0,2,4,24000.0,149.0,0
110903,2500.0,2,1,174000.0,160.0,0
26613,1000.0,2,1,51000.0,159.0,0
304552,1000.0,2,4,19200.0,115.0,0
150961,10000.0,2,2,80000.0,25.99,0
169715,1000.0,2,2,36000.0,98.954,0
45848,10000.0,2,3,100000.0,29.515,0
41920,8000.0,12,1,230000.0,27.9,0
443082,2000.0,14,4,234000.0,149.0,0
423256,500.0,2,4,54000.0,125.0,0
406554,1000.0,2,1,36000.0,98.993,0
9325,900.0,5,1,58000.0,149.0,0
233541,800.0,2,4,36000.0,249.0,0
281586,10000.0,2,3,74500.0,12.49,0
196147,500.0,2,4,30000.0,149.0,0
17514,1000.0,6,2,42000.0,149.0,0
442906,1000.0,2,2,72000.0,64.786,0
308542,17000.0,2,2,60000.0,34.8574,0
434233,1000.0,2,4,60000.0,211.0,0
147331,25000.0,2,3,108000.0,20.26,0
181854,10000.0,2,3,60000.0,19.5,0
402561,12000.0,4,2,42000.0,25.65,0
223334,3000.0,2,2,48000.0,149.0,0
330507,500.0,2,4,60000.0,149.0,0
178330,1000.0,4,2,120000.0,6.94,0
112028,5000.0,2,2,42000.0,34.99,0
139301,1000.0,2,4,30000.0,199.0,0
165544,800.0,2,4,30000.0,149.0,0
201931,1000.0,2,4,60000.0,149.0,0
337951,15000.0,2,2,60000.0,19.43,0
275348,5000.0,2,2,38000.0,28.23,0
399878,1000.0,2,1,72000.0,99.009,0
310110,2000.0,2,1,36000.0,249.0,0
80626,20000.0,2,1,50000.0,21.4822,0
235582,100000.0,5,3,230400.0,16.81,0
8347,1000.0,2,4,57000.0,19.86,0
190367,1000.0,2,1,36000.0,30.83,0
319681,7966.0,3,2,27381.0,23.73,0
69100,5000.0,2,2,60000.0,28.06,0
46207,999.0,2,4,72000.0,25.12,0
428518,15000.0,3,2,46000.0,18.34,0
372896,5000.0,2,2,127000.0,16.81,0
180721,15000.0,2,1,135000.0,23.51,0
370633,1000.0,2,4,24000.0,149.0,0
12438,2000.0,2,1,38400.0,149.0,0
392663,1000.0,4,2,42000.0,34.99,0
126005,1000.0,2,2,30000.0,98.548,0
27019,20000.0,5,3,70000.0,10.49,0
105109,5000.0,2,2,145000.0,26.62,0
57413,10000.0,2,2,45000.0,21.74,0
428444,1000.0,4,2,48000.0,29.49,0
197520,1000.0,2,4,72000.0,17.95,0
332958,1000.0,2,1,36000.0,30.83,0
115415,25000.0,5,3,200000.0,8.145,0
237249,800.0,2,4,18000.0,199.0,0
412703,1000.0,4,2,60000.0,22.42,0
419446,5000.0,2,2,48000.0,24.65,0
425146,1000.0,2,4,24000.0,149.0,0
3320,1000.0,2,4,18000.0,149.0,0
105919,500.0,2,4,60000.0,24.38,0
270324,1000.0,2,1,35004.0,249.0,0
246107,20000.0,2,1,70000.0,13.44,0
172049,16000.0,13,2,215000.0,24.84,0
409471,25000.0,2,2,102000.0,27.676,0
91978,800.0,2,4,19200.0,159.0,0
439266,5000.0,2,1,54000.0,149.0,0
195470,1000.0,2,4,36000.0,249.0,0
151153,999.0,2,4,78000.0,149.0,0
105017,8000.0,2,2,26000.0,25.02,0
257569,1000.0,2,4,18000.0,159.0,0
20234,1000.0,4,2,42000.0,98.792,0
157040,25000.0,2,4,79999.0,33.93,0
105888,500.0,2,1,132000.0,159.0,0
189051,800.0,2,4,66000.0,149.0,0
31247,5000.0,2,2,60000.0,27.47,0
223811,1000.0,4,2,36000.0,64.761,0
300755,1500.0,4,1,35004.0,159.0,0
57446,999.0,2,4,72000.0,149.0,0
362630,1000.0,4,2,78000.0,31.57,0
14570,1000.0,2,4,48000.0,149.0,0
110547,500.0,2,4,60000.0,249.0,0
175567,500.0,2,4,79200.0,159.0,0
420463,800.0,2,4,24000.0,149.0,0
142444,50000.0,2,3,107000.0,15.46,0
356104,1000.0,2,4,60012.0,208.56,0
310535,2500.0,2,2,72000.0,27.98,0
213926,23000.0,3,2,70000.0,16.6678,0
37397,7914.0,3,2,33000.0,18.03,0
404592,10000.0,4,1,65000.0,24.49,0
203668,5000.0,2,1,57823.0,18.52,0
436477,999.0,2,4,60000.0,33.5,0
255537,1000.0,2,1,48000.0,115.0,0
288277,2000.0,2,1,84000.0,149.0,0
127801,800.0,2,4,18000.0,149.0,0
310615,1000.0,4,4,25008.0,149.0,0
103851,9000.0,2,2,97000.0,14.97,0
392728,500.0,2,4,36000.0,149.0,0
358972,2000.0,5,2,60000.0,6.94,0
172538,1000.0,2,1,60000.0,58.676,0
170315,1000.0,4,2,36000.0,34.86,0
320070,1000.0,2,4,30000.0,149.0,0
362619,1000.0,4,2,78000.0,64.795,0
314261,500.0,2,4,24000.0,159.0,0
323698,5000.0,15,2,55000.0,14.98,0
26296,1000.0,4,2,30000.0,98.49,0
220671,1000.0,2,4,36000.0,159.0,0
422024,8000.0,2,2,55000.0,27.8,0
342337,999.0,2,4,60000.0,199.0,0
450897,1000.0,4,2,72000.0,24.81,0
87106,35000.0,5,2,80000.0,11.93,0
208684,999.0,2,4,24000.0,431.436,0
48557,10000.0,3,2,46500.0,32.95,0
295159,2000.0,2,1,24000.0,149.0,0
206883,10000.0,3,1,138000.0,0.3599,0
398576,1000.0,2,4,39600.0,98.55,0
131669,12000.0,6,2,70000.0,26.0,0
442077,1000.0,2,4,24000.0,199.0,0
19624,38000.0,2,2,120000.0,18.86,0
75967,5000.0,2,1,24000.0,64.645,0
246246,85000.0,2,3,160000.0,25.53,0
396841,10000.0,2,2,75000.0,23.88,0
142938,7600.0,2,3,97500.0,16.99,0
401527,35000.0,2,2,75000.0,28.4,0
258843,1000.0,4,2,18000.0,65.011,0
400369,800.0,2,4,21000.0,149.0,0
98307,1000.0,2,4,36000.0,427.426,0
251154,7500.0,2,2,45000.0,34.99,0
86528,10000.0,3,2,50000.0,22.5,0
348875,10000.0,2,1,200000.0,26.83,0
238900,1000.0,2,4,18000.0,149.0,0
140600,1000.0,2,4,72000.0,149.0,0
69986,26000.0,5,2,66000.0,24.49,0
157482,6000.0,2,1,33260.0,27.64,0
238298,999.0,2,4,23832.0,149.0,0
373744,999.0,2,4,72000.0,27.2,0
153551,100000.0,5,3,1000000.0,21.33,0
41386,5000.0,2,2,50000.0,25.88,0
33505,1500.0,4,2,60000.0,98.543,0
267182,7000.0,19,4,65000.0,64.985,0
49373,1000.0,4,2,48000.0,64.661,0
308844,1000.0,2,4,102000.0,149.0,0
328300,800.0,2,4,42000.0,149.0,0
210279,2000.0,2,4,65004.0,159.0,0
272808,2000.0,2,1,18000.0,199.0,0
233137,800.0,2,1,18000.0,175.0,0
104148,7500.0,2,2,40000.0,18.59,0
268125,1000.0,2,4,51000.0,149.0,0
51690,1000.0,2,4,24000.0,149.0,0
123027,1000.0,7,1,72000.0,64.746,0
149597,35000.0,2,2,98000.0,30.31,0
342801,10500.0,2,1,185000.0,12.53,0
340327,800.0,2,4,36000.0,199.0,0
426991,999.0,2,4,78000.0,35.98,0
277634,500.0,2,4,108000.0,23.25,0
233935,999.0,2,4,54000.0,149.0,0
69282,10000.0,2,3,50000.0,29.4,0
286784,5000.0,5,4,22000.0,149.0,0
353927,1000.0,2,4,36000.0,149.0,0
158098,5000.0,2,2,100000.0,12.23,0
157774,2000.0,2,1,24000.0,19.49,0
179607,1000.0,2,1,36000.0,211.0,0
224892,15000.0,2,2,70000.0,17.23,0
141034,5000.0,2,2,80000.0,12.23,0
187930,1000.0,14,4,78000.0,249.0,0
198056,3000.0,5,4,54000.0,125.0,0
444696,500.0,2,4,36000.0,249.0,0
148405,500.0,2,1,129600.0,149.0,0
425341,1000.0,2,4,36000.0,149.0,0
301780,800.0,2,4,45000.0,149.0,0
188440,2000.0,2,1,72000.0,149.0,0
46253,25000.0,5,3,108362.0,16.12,0
420831,6000.0,2,4,30000.0,31.45,0
96937,1000.0,2,4,36000.0,149.0,0
324515,7000.0,2,2,48954.0,0.2412,0
171589,999.0,2,4,66000.0,149.0,0
326259,23000.0,1,2,130000.0,13.96,0
260861,2000.0,2,1,60000.0,13.55,0
298742,1000.0,14,1,42000.0,149.0,0
384272,2000.0,2,1,36000.0,98.55,0
451073,999.0,2,4,66000.0,149.0,0
441248,1000.0,2,4,48000.0,159.0,0
307689,999.0,2,4,19200.0,208.56,0
402100,25000.0,2,3,359000.0,10.747,0
382576,1000.0,2,4,60012.0,149.0,0
35417,4000.0,4,3,54000.0,14.29,0
165045,2000.0,2,1,36000.0,35.99,0
284511,20000.0,4,1,52500.0,23.33,0
457471,3000.0,2,1,19008.0,199.0,0
261333,14000.0,3,1,45500.0,25.59,0
290197,10000.0,2,2,100000.0,13.399,0
250505,800.0,2,4,24000.0,149.0,0
226519,500.0,2,4,60000.0,149.0,0
43581,20000.0,2,1,62000.0,18.81,0
414679,5000.0,2,2,75000.0,17.44,0
192692,5000.0,2,2,135000.0,14.57,0
122553,25000.0,1,2,200000.0,16.81,0
297979,20000.0,6,3,80000.0,11.91,0
323281,2000.0,2,1,24000.0,149.0,0
69054,100000.0,5,3,280000.0,14.47,0
119056,1000.0,2,4,108000.0,29.99,0
358788,900.0,2,4,48000.0,22.76,0
148411,5000.0,2,2,72000.0,35.99,0
346122,2000.0,14,2,36000.0,149.0,0
376248,5000.0,2,3,72000.0,32.37,0
370342,500.0,2,4,30000.0,149.0,0
404947,11300.0,2,2,61000.0,10.87,0
5202,2000.0,2,2,36000.0,149.0,0
